Date,Corn Price,Wheat Price,Soybean Price,Cotton Price,Live Cattle,Soy Oil,Crush Margin,Soybean meal
6/13/11,782.5,743,1382.75,150.95,103.2,55.82,#N/A,#N/A
6/14/11,755.5,731.25,1368,155.54,104.275,55.85,#N/A,#N/A
6/15/11,725.75,708.5,1368,151.96,104.2,56.05,#N/A,#N/A
6/16/11,701.5,673.25,1350.5,145.96,107.2,55.32,0.37,347.2
6/17/11,700.25,672.25,1333,145.18,109.75,54.92,#N/A,#N/A
6/20/11,700.5,659.25,1335.75,148.73,111.825,55.02,#N/A,#N/A
6/21/11,707.5,674.25,1348.75,154.73,113.2,55.6,#N/A,#N/A
6/22/11,677.5,638.25,1330.25,161.22,111.275,55.15,#N/A,#N/A
6/23/11,680.5,649,1317.75,164.55,112.25,54.15,0.26,334.1
6/24/11,670,635.75,1320.25,165.22,113.05,54.22,#N/A,#N/A
6/27/11,660.75,622.75,1329.75,162,111.5,53.91,#N/A,#N/A
6/28/11,683,640.25,1330.75,160.91,112.35,54.34,#N/A,#N/A
6/29/11,698,641.25,1334.25,162.14,111.725,54.83,#N/A,#N/A
6/30/11,629,584.75,1306.25,159.79,112.75,54.04,0.16,325.7
7/1/11,640.75,584.5,1322.25,161.41,112.85,54.16,#N/A,#N/A
7/5/11,680.5,613.75,1332.25,159,113.35,54.1,#N/A,#N/A
7/6/11,648.75,611.25,1331,155.4,112.95,54.43,#N/A,#N/A
7/7/11,650,624.5,1345.5,136.2,114.725,55.61,0.31,339.8
7/8/11,672.25,650.5,1352,116.58,114.65,55.32,#N/A,#N/A
7/11/11,681.5,636,1352.5,111.58,114.7,55.32,#N/A,#N/A
7/12/11,697,662.75,1366.5,106.59,114.025,55.4,#N/A,#N/A
7/13/11,726.75,702,1387,110.35,113.4,56.18,#N/A,#N/A
7/14/11,716.5,691.25,1390.5,106.35,110.55,55.94,0.13,348.5
7/15/11,701.25,694.75,1385.75,101.46,110.6,55.98,#N/A,#N/A
7/18/11,696.25,689.5,1385.5,97.95,109.85,55.55,#N/A,#N/A
7/19/11,698,693.5,1379.25,101.95,110.5,55.32,#N/A,#N/A
7/20/11,688,697,1378.25,101.29,109.6,55.4,#N/A,#N/A
7/21/11,679.25,677.25,1380.25,99.33,110,55.11,0.25,354.2
7/22/11,690,692.25,1380.25,99.14,110.55,55.14,#N/A,#N/A
7/25/11,678.75,688.5,1365.5,97.09,110.65,54.73,#N/A,#N/A
7/26/11,689.75,694,1383,101.09,111.7,55.22,#N/A,#N/A
7/27/11,691.5,704.75,1375.75,103.85,111.075,55.28,#N/A,#N/A
7/28/11,682.25,693.25,1367.75,102.81,111.625,54.64,0.21,347.8
7/29/11,665.5,672.5,1354.25,102.08,112.625,54.53,#N/A,#N/A
8/1/11,681.25,676.5,1358.75,105.59,113.3,55.03,#N/A,#N/A
8/2/11,711.25,718,1373,107.17,112.55,55.97,#N/A,#N/A
8/3/11,706,710.5,1364,104.42,113.125,55.16,#N/A,#N/A
8/4/11,693.75,681.75,1339.25,105.01,112.65,53.93,0.23,340.6
8/5/11,693,679,1331.5,101.48,114.125,53.78,#N/A,#N/A
8/8/11,675.25,656.5,1309.25,99.01,114.1,52.7,#N/A,#N/A
8/9/11,678.25,671.75,1298.75,97.26,114.725,51.91,#N/A,#N/A
8/10/11,678,685,1300.75,99.16,114.3,51.88,#N/A,#N/A
8/11/11,702.5,701.25,1333.75,97.79,116.45,52.85,0.23,340.4
8/12/11,701.75,702.5,1337,100.72,117.9,52.91,#N/A,#N/A
8/15/11,707.25,712.5,1343.5,105.03,117.9,53.66,#N/A,#N/A
8/16/11,714,724.75,1340,104.62,117.9,53.75,#N/A,#N/A
8/17/11,711.5,727.5,1356.75,108.43,115.85,54.4,#N/A,#N/A
8/18/11,699,707.75,1352,107.55,114.1,54.02,0.18,345
8/19/11,711,730.75,1359.75,106.76,114.3,54.27,#N/A,#N/A
8/22/11,720.5,735.5,1376.5,106.61,114.65,54.48,#N/A,#N/A
8/23/11,730.25,757.25,1389.5,105.14,114.1,#N/A,#N/A,#N/A
8/24/11,731.75,749.25,1386.5,104.62,113.25,54.53,#N/A,#N/A
8/25/11,732.25,757.25,1386,102.59,113.85,54.48,0.26,360
8/26/11,752.5,762.25,1414.75,103.92,114.3,55.48,#N/A,#N/A
8/29/11,756.25,757.25,1438,104.77,113.5,56.75,#N/A,#N/A
8/30/11,763.5,750.25,1448.75,104.91,114.25,56.95,#N/A,#N/A
8/31/11,757.5,745.25,1449,105.88,113,57.55,#N/A,#N/A
9/1/11,728.75,715.5,1424.75,106.08,113.6,56.96,0.4,368.6
9/2/11,750.25,730,1436,106.59,114.8,56.99,#N/A,#N/A
9/6/11,746.75,716.25,1413.5,106.24,116.975,56.94,#N/A,#N/A
9/7/11,736.5,714.75,1411,110.24,117.65,57.68,#N/A,#N/A
9/8/11,723.25,709.25,1407.25,112.45,118.825,57.58,0.29,353.2
9/9/11,726,701,1416.5,110.3,118.45,57.97,#N/A,#N/A
9/12/11,734.25,699.75,1387.5,110.72,119.4,56.89,#N/A,#N/A
9/13/11,709.25,688.75,1381.25,111.56,119.6,56.65,#N/A,#N/A
9/14/11,713,701.75,1374,113.39,121,56.41,#N/A,#N/A
9/15/11,701,696,1358.75,110.62,118.9,55.97,0.44,335.6
9/16/11,692,688.25,1355.5,109.08,118.5,56.3,#N/A,#N/A
9/19/11,692.25,673,1336,104.08,117.625,55.28,#N/A,#N/A
9/20/11,690.25,674.75,1338,103.81,118.7,55.06,#N/A,#N/A
9/21/11,685.75,666.75,1320.5,101.27,119.25,55.29,#N/A,#N/A
9/22/11,650,633.75,1283,97.64,116.25,53.93,0.6,316.9
9/23/11,638.5,640.75,1258,99.99,116.825,52.65,#N/A,#N/A
9/26/11,648,648.25,1259.75,98.43,119.725,52.47,#N/A,#N/A
9/27/11,652.25,658.25,1263,98.85,120.6,52.82,#N/A,#N/A
9/28/11,630.75,638.75,1223.5,98.33,120.4,51.8,#N/A,#N/A
9/29/11,632.5,654.25,1230,100.97,120.4,51.88,0.96,317.5
9/30/11,592.5,609.25,1179,98.71,122.15,50.2,#N/A,#N/A
10/3/11,592.5,619.5,1177.5,97.75,123.1,50.01,#N/A,#N/A
10/4/11,587.75,604,1160,100.92,121.025,49.04,#N/A,#N/A
10/5/11,605.5,625.25,1163.75,102.75,122.8,49.7,#N/A,#N/A
10/6/11,605.5,616,1163.75,102.25,122.35,49.64,0.58,285.6
10/7/11,600,607.5,1158.25,101.48,121.975,49.95,#N/A,#N/A
10/11/11,645,660.75,1235.5,103.47,121.375,52.81,#N/A,#N/A
10/12/11,640.75,626.75,1239.5,100.51,120.475,52.49,#N/A,#N/A
10/13/11,638.25,618,1257,101.56,121.05,53.07,0.5,309.7
10/14/11,640,622.75,1270,101.94,121.65,54.17,#N/A,#N/A
10/17/11,640.5,624.25,1253,100.36,121.35,53.53,#N/A,#N/A
10/18/11,644,625.25,1250.75,100.18,120.725,53.33,#N/A,#N/A
10/19/11,638.5,619.5,1225,99.72,121.4,52.11,#N/A,#N/A
10/20/11,649.5,630.75,1225,96.86,121.45,51.89,0.57,308.3
10/21/11,649.25,632,1212.25,97.1,121.925,51.75,#N/A,#N/A
10/24/11,651,642.5,1226.75,97.94,122.95,52.29,#N/A,#N/A
10/25/11,650.75,636.25,1225.5,99.68,122.1,52,#N/A,#N/A
10/26/11,637.25,619.5,1210.5,100.32,121.05,51.39,#N/A,#N/A
10/27/11,651.5,644,1235,104.32,120.75,52.61,0.65,311.5
10/28/11,655,644.5,1217,104.37,120.95,52.27,#N/A,#N/A
10/31/11,647,628.25,1207.5,102.29,119.8,51.67,#N/A,#N/A
11/1/11,654.25,630,1192.25,99.54,121.6,51.43,#N/A,#N/A
11/2/11,645,623.5,1193.5,98.34,122,51.48,#N/A,#N/A
11/3/11,653.5,636,1219.25,98.12,124.5,52.66,0.51,303.5
11/4/11,655.75,636.75,1212.5,98.74,124.5,52.5,#N/A,#N/A
11/7/11,653.25,638.75,1192.25,96.76,123.4,51.83,#N/A,#N/A
11/8/11,660.5,657,1195.25,97.62,122.75,52.48,#N/A,#N/A
11/9/11,656,643,1175.75,97.18,122.6,51.62,#N/A,#N/A
11/10/11,645.5,620,1158,99.5,121.6,51.15,0.61,288.9
11/11/11,638.5,616.75,1166,99.24,120.55,51.61,#N/A,#N/A
11/14/11,633.5,615.75,1172,100.79,120.1,51.85,#N/A,#N/A
11/15/11,645.5,632.75,1200.25,102.66,121.725,53.23,#N/A,#N/A
11/16/11,642.75,616.75,1187.75,103.5,122.05,53.03,#N/A,#N/A
11/17/11,614.5,592.5,1168.25,99.5,121,51.95,0.61,285.5
11/18/11,610.25,598.25,1168.25,94.81,119.7,51.43,#N/A,#N/A
11/21/11,597.75,591.5,1148,90.81,119.975,50.44,#N/A,#N/A
11/22/11,599,594,1153,89.95,121.45,51.33,#N/A,#N/A
11/23/11,588.75,579.25,1122.5,90.71,121.4,49.87,#N/A,#N/A
11/25/11,582.5,574.5,1106.5,90.82,121.1,#N/A,#N/A,#N/A
11/28/11,591.75,574.75,1121,91.3,120.95,49.41,#N/A,#N/A
11/29/11,598,594.5,1125,92.69,120.575,49.73,#N/A,#N/A
11/30/11,601.25,595.75,1131.25,90.31,121.6,49.77,#N/A,#N/A
12/1/11,594.75,602,1128,90.7,121.9,50.02,0.62,278.7
12/2/11,586.5,612.25,1135.75,91.35,121.9,50.7,#N/A,#N/A
12/5/11,580.25,598.75,1126.25,91.51,118.9,50.7,#N/A,#N/A
12/6/11,585.25,598.75,1129.5,93.31,118.85,50.61,#N/A,#N/A
12/7/11,582.25,583,1131,91.6,119.15,50.73,#N/A,#N/A
12/8/11,590,576.75,1132.5,92.05,119.425,50.45,0.52,273.3
12/9/11,585.5,573.5,1107,90.43,118.3,49.6,#N/A,#N/A
12/12/11,585.5,575.5,1112,87.16,118.45,49.32,#N/A,#N/A
12/13/11,588.5,591.75,1118.5,87.31,117.9,49.25,#N/A,#N/A
12/14/11,580,588,1100,85.12,118.175,48.4,#N/A,#N/A
12/15/11,579,579.25,1111.75,86.29,118.75,48.98,0.62,271.9
12/16/11,583,583.75,1130,86.29,118.15,49.55,#N/A,#N/A
12/19/11,601,599.75,1137,87.09,121.15,49.05,#N/A,#N/A
12/20/11,607,607.75,1144.5,86.8,120.6,49.38,#N/A,#N/A
12/21/11,616.5,617,1153.75,86.84,120.25,49.33,#N/A,#N/A
12/22/11,617.5,621.75,1162.25,87.24,123.15,50.33,0.67,289.4
12/23/11,619.5,622,1163,87.24,124.3,50.84,#N/A,#N/A
12/27/11,633.25,644.75,1199.75,87.91,123.25,51.72,#N/A,#N/A
12/28/11,642.5,651.25,1198.25,90.68,123.1,51.66,#N/A,#N/A
12/29/11,638,645.25,1187.5,91.63,122.575,51.02,0.69,299.1
12/30/11,646.5,652.75,1198.5,91.8,122.9,51.97,#N/A,#N/A
1/3/12,658.5,657,1218.25,95.8,121.55,52.68,#N/A,#N/A
1/4/12,658.5,650,1221.5,95.92,121.625,52.66,#N/A,#N/A
1/5/12,643.5,629.25,1201.25,94.74,120.95,51.69,0.76,306.2
1/6/12,643.5,624.75,1189.5,95.86,120.325,50.75,#N/A,#N/A
1/9/12,652,641.75,1225.75,96.44,119.95,51.96,#N/A,#N/A
1/10/12,652,639.75,1223.75,96.96,121.2,52.13,#N/A,#N/A
1/11/12,651.5,641,1197.5,96.87,121.325,51.52,#N/A,#N/A
1/12/12,611.5,605,1178.5,95.69,121.25,50.96,0.76,299.1
1/13/12,599.5,602.25,1160,95.47,122.475,49.79,#N/A,#N/A
1/17/12,604,604.75,1183.5,98.19,123.525,50.27,#N/A,#N/A
1/18/12,593.5,592.25,1183.5,97.53,123.225,49.78,#N/A,#N/A
1/19/12,606,605.75,1197,98.17,124.2,50.44,0.74,309.2
1/20/12,611.5,610.5,1187,98.6,124.55,49.81,#N/A,#N/A
1/23/12,620,619.75,1217.5,99.37,124.6,50.92,#N/A,#N/A
1/24/12,630.25,633.5,1220,98.18,125.8,50.85,#N/A,#N/A
1/25/12,634.5,641.25,1213.5,96.92,125.85,50.89,#N/A,#N/A
1/26/12,634.5,653.5,1222.75,95.59,124.55,51.44,0.83,321.1
1/27/12,641.75,647.25,1219,95.61,124.7,51.09,#N/A,#N/A
1/30/12,631.75,644.75,1185.25,94.15,123.925,49.75,#N/A,#N/A
1/31/12,639,666,1199,93.25,124.85,50.37,#N/A,#N/A
2/1/12,642,674.25,1215.25,93.39,125.7,50.68,#N/A,#N/A
2/2/12,643,662.75,1217,94.21,125.15,50.69,0.81,322.9
2/3/12,644.5,660.75,1232.5,96.34,123.625,51.15,#N/A,#N/A
2/6/12,644.25,668.5,1233,96.31,123.75,51.54,#N/A,#N/A
2/7/12,642.25,662.25,1232,94.57,125.35,51.42,#N/A,#N/A
2/8/12,642.5,660.75,1231.5,93.62,125.775,51.76,#N/A,#N/A
2/9/12,637,646,1227.5,90.38,125.175,51.72,0.77,321
2/10/12,631.75,630,1229,90.61,123.95,51.83,#N/A,#N/A
2/13/12,639.5,641.25,1252,91.52,125.525,52.3,#N/A,#N/A
2/14/12,633.5,635,1255,92.25,126.65,52.27,#N/A,#N/A
2/15/12,627,626,1261,92.5,126.5,52.6,#N/A,#N/A
2/16/12,636.25,628.75,1258.25,92.45,126.775,52.3,0.71,330.3
2/17/12,641.75,644,1267.5,91.45,128.6,52.65,#N/A,#N/A
2/21/12,629.5,633,1271,91.25,128.9,53.31,#N/A,#N/A
2/22/12,638.25,644.5,1272.25,88.57,129.35,53.45,#N/A,#N/A
2/23/12,639.5,641.75,1276.75,87.48,127.3,53.43,0.85,332.4
2/24/12,640.75,641,1279,89.85,127.55,53.52,#N/A,#N/A
2/27/12,644.5,645.75,1293.75,90.4,127.55,53.69,#N/A,#N/A
2/28/12,653.5,662.25,1305.25,91.66,127.35,53.65,#N/A,#N/A
2/29/12,656.5,664.25,1313.5,89.86,127.65,53.19,#N/A,#N/A
3/1/12,653.75,659.25,1316.75,88.46,130.95,53.04,1.07,354
3/2/12,659,670.75,1328.25,87.46,129.95,52.86,#N/A,#N/A
3/5/12,666.25,667.75,1319.25,92.71,128.4,52.51,#N/A,#N/A
3/6/12,658,654,1329.75,92.37,125.775,52.02,#N/A,#N/A
3/7/12,643.75,633,1321.5,91.38,125.575,51.98,#N/A,#N/A
3/8/12,645,630.5,1332.5,89.48,126.65,52.39,1.24,365.2
3/9/12,654,638.75,1331.75,88.8,126.025,53.27,#N/A,#N/A
3/12/12,671.5,652.75,1330.5,88,126.75,52.96,#N/A,#N/A
3/13/12,674,651.5,1348.75,88.04,127.725,53.87,#N/A,#N/A
3/14/12,669.5,651.75,1356,87.14,127.025,53.8,#N/A,#N/A
3/15/12,669,664.75,1369,87.34,125.575,54.48,1.27,369.4
3/16/12,673,672,1374,87.48,125.3,54.5,#N/A,#N/A
3/19/12,663.5,652.25,1366.5,89.08,125.175,54.4,#N/A,#N/A
3/20/12,647.5,642.5,1345,87.9,124.525,53.33,#N/A,#N/A
3/21/12,642,636.25,1355,88.31,124.95,53.51,#N/A,#N/A
3/22/12,644.5,646.25,1349.5,89.58,125.25,53.09,1.22,366.1
3/23/12,646.5,654.25,1365.75,89.63,124.5,54.01,#N/A,#N/A
3/26/12,637.75,659.5,1379.5,90.91,124.55,54.56,#N/A,#N/A
3/27/12,630.75,639.75,1369.75,92.59,125.6,54.23,#N/A,#N/A
3/28/12,620.25,630.75,1367.5,94.03,124.45,53.75,#N/A,#N/A
3/29/12,604,612.5,1355.5,93.54,122.5,52.74,1.22,369
3/30/12,644,660.75,1403,93.52,120.45,54.25,#N/A,#N/A
4/2/12,655,657,1421,93.12,120.85,55.31,#N/A,#N/A
4/3/12,658.25,658,1416.75,92.64,119.8,55.05,#N/A,#N/A
4/4/12,656.75,639.25,1419.5,89.32,117.9,55.02,#N/A,#N/A
4/5/12,658.25,638.5,1434,88.54,118.325,55.64,1.17,385.9
4/9/12,649,643,1431,89.48,119.375,55.71,#N/A,#N/A
4/10/12,634.75,625.75,1426,89.73,117.75,55.97,#N/A,#N/A
4/11/12,636,628,1422,91.38,118.375,55.45,#N/A,#N/A
4/12/12,637.5,639.25,1441,93,121.25,56.23,1.16,385.6
4/13/12,629.25,623.5,1436.75,92.08,120.525,55.52,#N/A,#N/A
4/16/12,623.25,616.25,1420,88.08,120.725,54.66,#N/A,#N/A
4/17/12,616.75,615.5,1425.75,89.43,121.6,54.76,#N/A,#N/A
4/18/12,601.75,610.75,1407.75,91.93,120.275,54.19,#N/A,#N/A
4/19/12,621,624.75,1415.75,91.53,120.7,54.17,1.17,385.9
4/20/12,612.5,615.75,1446.75,90.04,120.55,54.83,#N/A,#N/A
4/23/12,622.5,625,1437.25,90.4,119.8,54.09,#N/A,#N/A
4/24/12,618.25,624.5,1461.25,89.36,116.8,54.29,#N/A,#N/A
4/25/12,611,616.5,1473.5,88.89,118.5,55.03,#N/A,#N/A
4/26/12,624,626,1481.25,90.31,118.075,54.75,1.38,415.3
4/27/12,653,642.25,1496.75,89.23,118.45,54.53,#N/A,#N/A
4/30/12,660.25,647.75,1503,87.25,118.75,54.05,#N/A,#N/A
5/1/12,659.75,633.75,1497.75,87.51,113.525,53.91,#N/A,#N/A
5/2/12,642.25,607,1480,87.46,112.875,53.71,#N/A,#N/A
5/3/12,650.75,608.25,1468.75,87.24,115.875,53.16,1.43,421.9
5/4/12,662.25,603.75,1475,86.07,115.375,52.65,#N/A,#N/A
5/7/12,665,606.25,1463.5,84.84,116.275,52.58,#N/A,#N/A
5/8/12,666,609,1437.75,84.51,115.775,52.27,#N/A,#N/A
5/9/12,641.25,591.25,1427.75,85.82,116.6,51.95,#N/A,#N/A
5/10/12,625.5,594.75,1452.25,81.82,115.85,52.63,1.55,421.6
5/11/12,608,592.75,1404,78.97,115.15,51.37,#N/A,#N/A
5/14/12,608,597.75,1390,78.82,116.15,50.43,#N/A,#N/A
5/15/12,597.25,608.5,1413,79.16,116.425,50.6,#N/A,#N/A
5/16/12,620,638.75,1422,76.97,116.875,49.56,#N/A,#N/A
5/17/12,625,657.75,1438,76.65,117.925,49.85,1.5,427
5/18/12,635.5,695.25,1405,77.99,119.525,49.45,#N/A,#N/A
5/21/12,633,704,1412.5,77.52,118.8,50.05,#N/A,#N/A
5/22/12,597,685.5,1382.25,74.52,119.35,49.59,#N/A,#N/A
5/23/12,603.5,665.5,1362.5,71.51,117.8,47.91,#N/A,#N/A
5/24/12,578.5,663,1376,73.94,117.875,48.42,1.56,411.8
5/25/12,578.5,680,1382,73.62,117.65,49.12,#N/A,#N/A
5/29/12,562.5,656.75,1386.75,72.8,117.85,49.17,#N/A,#N/A
5/30/12,559.5,653.75,1373.25,70.91,116.45,48.69,#N/A,#N/A
5/31/12,555.25,643.75,1340,71.55,117.1,48.2,1.46,396
6/1/12,551.5,612.25,1344.25,68.59,117.7,47.59,#N/A,#N/A
6/4/12,568,627.75,1340,68.53,117.675,47.31,#N/A,#N/A
6/5/12,567.5,613.25,1349.5,66.89,117.125,47.5,#N/A,#N/A
6/6/12,586.25,624.25,1386.25,69.89,117.675,48.25,#N/A,#N/A
6/7/12,594,641.75,1428,73.89,119.35,49.39,1.42,427
6/8/12,598,630.25,1426.25,72.9,119.875,48.46,#N/A,#N/A
6/11/12,592,630.5,1424.75,75.09,119.5,48.74,#N/A,#N/A
6/12/12,584,616,1435,75.57,119.55,48.72,#N/A,#N/A
6/13/12,592.5,616,1408.25,75.09,117.1,48.1,#N/A,#N/A
6/14/12,601.5,623.5,1386,78.09,116.35,47,1.38,418.5
6/15/12,579.5,609.5,1376,79.98,116.15,47.44,#N/A,#N/A
6/18/12,599.5,630.25,1384.25,82.98,117.2,47.76,#N/A,#N/A
6/19/12,612.5,649.5,1433.75,87.98,116.7,49.44,#N/A,#N/A
6/20/12,611.75,664,1446.5,83.17,116.6,49.44,#N/A,#N/A
6/21/12,586.5,661.75,1438.5,78.17,116,48.44,1.3,430
6/22/12,591,673.25,1442.5,74.17,116.9,48.37,#N/A,#N/A
6/25/12,631,724.25,1482.5,70.46,115.7,49.9,#N/A,#N/A
6/26/12,646,729,1470.5,68.31,115.25,49.51,#N/A,#N/A
6/27/12,649.5,732,1471,68.01,116.4,49.99,#N/A,#N/A
6/28/12,652,726,1466,70.3,116.5,49.55,1.18,429.6
6/29/12,672.5,739,1512.75,72.16,116.55,50.84,#N/A,#N/A
7/2/12,692.5,754.5,1532.25,72.15,119.275,50.81,#N/A,#N/A
7/3/12,718.75,782.25,1572.25,72.75,119.475,51.58,#N/A,#N/A
7/5/12,768,822.5,1626.5,70.92,119.15,52.96,1.36,476.8
7/6/12,743.25,791.25,1619.75,70.78,119.2,52.07,#N/A,#N/A
7/9/12,775.25,810.75,1665,70.84,119.05,53.19,#N/A,#N/A
7/10/12,761,804.75,1648.75,70.07,118.4,52.92,#N/A,#N/A
7/11/12,750.75,807.75,1623,70.64,118,52.37,#N/A,#N/A
7/12/12,771.25,832.75,1625.75,69.36,117.025,51.89,1.16,473.7
7/13/12,755.75,842,1642,71.76,117.2,52.25,#N/A,#N/A
7/16/12,776.75,884.5,1633.75,72.3,116.8,53.2,#N/A,#N/A
7/17/12,779.5,885,1639,70.11,115.475,#N/A,#N/A,#N/A
7/18/12,795,903.25,1683.5,71.1,118.075,52.51,#N/A,#N/A
7/19/12,807.75,935,1733.75,71.79,118.95,52.9,1.36,551
7/20/12,824.5,943.25,1757.5,72.06,117.95,52.86,#N/A,#N/A
7/23/12,814,912.75,1698.5,71.35,118.6,52.25,#N/A,#N/A
7/24/12,790,878.75,1649.25,70.29,118.8,50.08,#N/A,#N/A
7/25/12,794.5,903.25,1694.25,69.1,117.95,50.97,#N/A,#N/A
7/26/12,781.25,884,1655.75,70.68,118.175,50.41,1.91,546.3
7/27/12,798.5,898,1684.25,70.73,119.6,50.77,#N/A,#N/A
7/30/12,820,914.5,1725.75,70.62,119.65,51.3,#N/A,#N/A
7/31/12,806.5,888.25,1721,70.58,118.875,51.28,#N/A,#N/A
8/1/12,800.5,879.5,1682.25,70.06,119,50.46,#N/A,#N/A
8/2/12,794,865,1653,70.44,120,50.27,2.11,554.7
8/3/12,810,891.25,1656.25,73.22,119.975,50.77,#N/A,#N/A
8/6/12,803,893.25,1607.5,75.12,119.975,50.21,#N/A,#N/A
8/7/12,796,889,1605.25,74.96,120,50.02,#N/A,#N/A
8/8/12,810.75,899.25,1630,75.5,121.85,50.31,#N/A,#N/A
8/9/12,818.25,913,1694.5,75.59,121.425,51.12,2.42,561.2
8/10/12,800,885.25,1709.5,72.9,120.6,52.33,#N/A,#N/A
8/13/12,782.75,856.75,1656.25,71.3,121.825,51.83,#N/A,#N/A
8/14/12,779.75,839.75,1680,71.59,121.925,51.52,#N/A,#N/A
8/15/12,794,846.75,1659.75,72.71,122.05,51.82,#N/A,#N/A
8/16/12,797.75,861.75,1656.25,72.37,120.85,51.79,2.47,560
8/17/12,798.5,874.5,1671,72.66,121.075,51.86,#N/A,#N/A
8/20/12,815.25,879.5,1703.75,74.17,121.35,52.64,#N/A,#N/A
8/21/12,831.25,900.5,1753.5,76.45,119.65,54.32,#N/A,#N/A
8/22/12,830.25,896.5,1748,76.07,119.925,54.92,#N/A,#N/A
8/23/12,808.75,874.5,1727.25,75.9,120.325,54.87,2.14,566.3
8/24/12,802.25,867.5,1737.5,74.45,119.875,54.99,#N/A,#N/A
8/27/12,794.5,862,1729.75,75.33,118.4,54.66,#N/A,#N/A
8/28/12,789.5,854.75,1732.5,74.79,118.825,54.48,#N/A,#N/A
8/29/12,810.25,885.5,1763.25,75.83,119.4,55.39,#N/A,#N/A
8/30/12,811.5,883.5,1770.25,76.15,119.65,55.34,2.15,579.1
8/31/12,802.75,870,1764.5,76.48,118.075,55.17,#N/A,#N/A
9/4/12,807,866,1771,75.03,126.175,56.32,#N/A,#N/A
9/5/12,789.75,845.75,1748,74.89,126.325,56.11,#N/A,#N/A
9/6/12,797.25,872,1744.5,75.59,126.05,55.53,2.2,560.05
9/7/12,795,884.75,1731.75,75.72,126.475,54.82,#N/A,#N/A
9/10/12,781,868.25,1713,74.98,125.75,54.71,#N/A,#N/A
9/11/12,782.25,860,1696.5,74.28,127.1,54.06,#N/A,#N/A
9/12/12,771,867,1740.75,72.83,127.7,54.82,#N/A,#N/A
9/13/12,776.75,879,1743.5,72.95,127.55,55.35,2.03,555.9
9/14/12,777.5,897.5,1736.5,75.39,127.05,55.72,#N/A,#N/A
9/17/12,748,878,1669,74.53,125.5,53.73,#N/A,#N/A
9/18/12,740,863.5,1640,74.98,126.4,53.66,#N/A,#N/A
9/19/12,756.5,881.5,1669.5,74.88,126.35,54.58,#N/A,#N/A
9/20/12,746,879.5,1618.75,73.74,125.75,53.38,1.81,499.8
9/21/12,748.25,897.25,1621.75,72,125.525,53.2,#N/A,#N/A
9/24/12,744.75,892,1610,71.01,125.3,52.51,#N/A,#N/A
9/25/12,743.75,886.5,1611.5,70.81,122.7,51.84,#N/A,#N/A
9/26/12,724.75,869.25,1573,69.52,122.225,50.35,#N/A,#N/A
9/27/12,716.25,855.5,1570.75,70.03,122.45,50.86,1.84,490.1
9/28/12,756.25,902.5,1601,69.15,122.075,50.93,#N/A,#N/A
10/1/12,756.75,884.25,1560.25,69.71,123.025,49.47,#N/A,#N/A
10/2/12,758.25,871.5,1530.5,70.3,123.275,49.02,#N/A,#N/A
10/3/12,756.75,873,1531.75,70.54,123.075,49.08,#N/A,#N/A
10/4/12,757,869.25,1551.5,70.4,122.325,49.79,1.84,485.3
10/5/12,748,857.5,1551.5,69.8,123.05,49.54,#N/A,#N/A
10/8/12,742,861,1551,70.43,123.35,49.28,#N/A,#N/A
10/9/12,742,864.25,1550,70.49,124.7,49.6,#N/A,#N/A
10/10/12,736.75,869.75,1523.25,72.1,124.925,49.06,#N/A,#N/A
10/11/12,773.25,886,1548.5,70.71,124.6,49.76,1.96,491.2
10/12/12,752.75,856.75,1522.5,71.36,123.9,49.1,#N/A,#N/A
10/15/12,737.25,848.25,1492.5,72.34,124.15,48.44,#N/A,#N/A
10/16/12,738.25,847.75,1493.75,74.86,125.55,48.9,#N/A,#N/A
10/17/12,745.5,856.25,1509.25,77.86,126.125,49.46,#N/A,#N/A
10/18/12,760.75,868.5,1545.5,77.72,126.225,50.73,1.94,483.3
10/19/12,761.5,872.5,1534.25,76.88,126.3,50.01,#N/A,#N/A
10/22/12,761.25,878.25,1546.5,76.93,126.4,50.09,#N/A,#N/A
10/23/12,756,868.75,1553.25,74.27,126,49.7,#N/A,#N/A
10/24/12,754.5,884,1570.5,72.67,126.2,49.97,#N/A,#N/A
10/25/12,742,872.75,1564,72.73,125.75,49.58,2.06,501.4
10/26/12,737.75,863.75,1561.25,72.42,125.5,49.09,#N/A,#N/A
10/29/12,737,858,1527.25,72.61,125.375,48.31,#N/A,#N/A
10/30/12,741.75,856.75,1533.75,70.92,125.9,48.22,#N/A,#N/A
10/31/12,755.75,864.5,1547,70.07,126.75,48.04,#N/A,#N/A
11/1/12,751,868.5,1558.5,70.21,125.325,48.31,2,504.3
11/2/12,739.5,864.5,1527,70.35,125.425,47.14,#N/A,#N/A
11/5/12,735.5,866,1504.25,70.4,125.275,46.2,#N/A,#N/A
11/6/12,741,877,1516.75,70.1,125.675,46.56,#N/A,#N/A
11/7/12,744.25,894,1508.75,69.83,124.95,46.5,#N/A,#N/A
11/8/12,741.25,902.5,1499.25,69.26,125.425,46.65,1.79,482.4
11/9/12,738.75,886.5,1452,69.58,125.75,#N/A,#N/A,#N/A
11/12/12,718,857.75,1411,70.88,125.35,45.27,#N/A,#N/A
11/13/12,723.5,851,1427,70.81,125.8,44.9,#N/A,#N/A
