Year,State,Commodity,Data Item,Number of Acres
2017,CALIFORNIA,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",82
2017,CALIFORNIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2017,CALIFORNIA,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","8,410"
2017,CALIFORNIA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE","1,900"
2017,CALIFORNIA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",43.7
2017,CALIFORNIA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE",954
2017,CALIFORNIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",68.2
2017,COLORADO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",132
2017,COLORADO,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE", (D)
2017,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143
2017,COLORADO,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",38.5
2017,COLORADO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2017,COLORADO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",52
2017,COLORADO,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",35.7
2017,COLORADO,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,026"
2017,COLORADO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",43.2
2017,CONNECTICUT,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.231
2017,DELAWARE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",85
2017,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189
2017,DELAWARE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2017,DELAWARE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",73
2017,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2017,FLORIDA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",759
2017,FLORIDA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,450"
2017,FLORIDA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34
2017,FLORIDA,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",41.1
2017,FLORIDA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",37
2017,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176
2017,GEORGIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",841
2017,GEORGIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",49
2017,GEORGIA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,330"
2017,GEORGIA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",19
2017,GEORGIA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",54
2017,GEORGIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2017,GEORGIA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,100"
2017,GEORGIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",47
2017,IDAHO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",95
2017,IDAHO,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,700"
2017,IDAHO,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,120"
2017,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203
2017,IDAHO,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.74
2017,IDAHO,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","1,974"
2017,IDAHO,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE",900
2017,IDAHO,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",105
2017,IDAHO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",71
2017,IDAHO,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,800"
2017,IDAHO,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",900
2017,IDAHO,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",39.2
2017,IDAHO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",81.8
2017,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201
2017,ILLINOIS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.46
2017,ILLINOIS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",79
2017,ILLINOIS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",83
2017,ILLINOIS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58
2017,ILLINOIS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",76
2017,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180
2017,INDIANA,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.2
2017,INDIANA,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",45
2017,INDIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54
2017,INDIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",74
2017,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202
2017,IOWA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.23
2017,IOWA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",77
2017,IOWA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57
2017,IOWA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",68
2017,KANSAS,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,320"
2017,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132
2017,KANSAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,051"
2017,KANSAS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.32
2017,KANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",54
2017,KANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",82
2017,KANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37.5
2017,KANSAS,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,359"
2017,KANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",48
2017,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178
2017,KENTUCKY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53
2017,KENTUCKY,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,277"
2017,KENTUCKY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",77
2017,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184
2017,LOUISIANA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",894
2017,LOUISIANA,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","6,710"
2017,LOUISIANA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",91
2017,LOUISIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54
2017,LOUISIANA,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",32.8
2017,LOUISIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46
2017,MAINE,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.376
2017,MAINE,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",67
2017,MARYLAND,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",76
2017,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172
2017,MARYLAND,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2017,MARYLAND,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",71
2017,MASSACHUSETTS,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.263
2017,MICHIGAN,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2017,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159
2017,MICHIGAN,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.86
2017,MICHIGAN,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.25
2017,MICHIGAN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",54
2017,MICHIGAN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42.5
2017,MICHIGAN,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",25.2
2017,MICHIGAN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",79
2017,MINNESOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",76
2017,MINNESOTA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","2,080"
2017,MINNESOTA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE", (D)
2017,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194
2017,MINNESOTA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.97
2017,MINNESOTA,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.205
2017,MINNESOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",75
2017,MINNESOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.5
2017,MINNESOTA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",30.6
2017,MINNESOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,886"
2017,MINNESOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",66.9
2017,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189
2017,MISSISSIPPI,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,038"
2017,MISSISSIPPI,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,000"
2017,MISSISSIPPI,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,400"
2017,MISSISSIPPI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",72
2017,MISSISSIPPI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53
2017,MISSISSIPPI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",58
2017,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170
2017,MISSOURI,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,212"
2017,MISSOURI,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.02
2017,MISSOURI,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2017,MISSOURI,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,440"
2017,MISSOURI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",107
2017,MISSOURI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.5
2017,MISSOURI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",68
2017,MONTANA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",51
2017,MONTANA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE",860
2017,MONTANA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",960
2017,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",70
2017,MONTANA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",9
2017,MONTANA,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE",650
2017,MONTANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",47
2017,MONTANA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE",820
2017,MONTANA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",610
2017,MONTANA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",32.7
2017,MONTANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",27.3
2017,NEBRASKA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE", (D)
2017,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181
2017,NEBRASKA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.42
2017,NEBRASKA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",32
2017,NEBRASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",49
2017,NEBRASKA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,420"
2017,NEBRASKA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",89
2017,NEBRASKA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.5
2017,NEBRASKA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",31.8
2017,NEBRASKA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,421"
2017,NEBRASKA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46
2017,NEVADA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",105.7
2017,NEW HAMPSHIRE,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.281
2017,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167
2017,NEW JERSEY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45
2017,NEW JERSEY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",64
2017,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134
2017,NEW MEXICO,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,135"
2017,NEW MEXICO,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,500"
2017,NEW MEXICO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",35
2017,NEW MEXICO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",30
2017,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2017,NEW YORK,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.73
2017,NEW YORK,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.287
2017,NEW YORK,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",55
2017,NEW YORK,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45
2017,NEW YORK,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",67
2017,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142
2017,NORTH CAROLINA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",969
2017,NORTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",66
2017,NORTH CAROLINA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,100"
2017,NORTH CAROLINA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",55
2017,NORTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
2017,NORTH CAROLINA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,197"
2017,NORTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",55
2017,NORTH DAKOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",65
2017,NORTH DAKOTA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,600"
2017,NORTH DAKOTA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,280"
2017,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139
2017,NORTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",15
2017,NORTH DAKOTA,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE",870
2017,NORTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",58
2017,NORTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,800"
2017,NORTH DAKOTA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",900
2017,NORTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34.5
2017,NORTH DAKOTA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",30.4
2017,NORTH DAKOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,665"
2017,NORTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",37.9
2017,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177
2017,OHIO,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.72
2017,OHIO,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.2
2017,OHIO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2017,OHIO,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.5
2017,OHIO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",74
2017,OKLAHOMA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,200"
2017,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",126
2017,OKLAHOMA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",882
2017,OKLAHOMA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",42
2017,OKLAHOMA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,780"
2017,OKLAHOMA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",24
2017,OKLAHOMA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",53
2017,OKLAHOMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",29
2017,OKLAHOMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",34
2017,OREGON,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",62
2017,OREGON,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,550"
2017,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212
2017,OREGON,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","1,518"
2017,OREGON,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",95
2017,OREGON,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",83
2017,OREGON,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","2,900"
2017,OREGON,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",36.7
2017,OREGON,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",63
2017,OTHER STATES,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",0
2017,OTHER STATES,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE",0
2017,OTHER STATES,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,392"
2017,OTHER STATES,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0
2017,OTHER STATES,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE",0
2017,OTHER STATES,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",0
2017,OTHER STATES,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",0
2017,OTHER STATES,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",0
2017,OTHER STATES,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE",0
2017,OTHER STATES,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",37.8
2017,OTHER STATES,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",56.4
2017,OTHER STATES,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",0
2017,OTHER STATES,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE",0
2017,OTHER STATES,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE",0
2017,PENNSYLVANIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",70
2017,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2017,PENNSYLVANIA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.92
2017,PENNSYLVANIA,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.212
2017,PENNSYLVANIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",58
2017,PENNSYLVANIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48
2017,PENNSYLVANIA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,344"
2017,PENNSYLVANIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",72
2017,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136
2017,SOUTH CAROLINA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",912
2017,SOUTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",51
2017,SOUTH CAROLINA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,000"
2017,SOUTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38
2017,SOUTH CAROLINA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,100"
2017,SOUTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2017,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145
2017,SOUTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",13
2017,SOUTH DAKOTA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",1.6
2017,SOUTH DAKOTA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",36
2017,SOUTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2017,SOUTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,500"
2017,SOUTH DAKOTA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",790
2017,SOUTH DAKOTA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",68
2017,SOUTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43
2017,SOUTH DAKOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,735"
2017,SOUTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",34.8
2017,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171
2017,TENNESSEE,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,033"
2017,TENNESSEE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50
2017,TENNESSEE,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,038"
2017,TENNESSEE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",70
2017,TEXAS,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2017,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140
2017,TEXAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",809
2017,TEXAS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.2
2017,TEXAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",45
2017,TEXAS,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,320"
2017,TEXAS,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,260"
2017,TEXAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",63
2017,TEXAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37
2017,TEXAS,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",37.1
2017,TEXAS,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,423"
2017,TEXAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",29
2017,UTAH,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",75
2017,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176
2017,UTAH,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",900
2017,UTAH,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",52
2017,VERMONT,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.47
2017,VERMONT,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.339
2017,VIRGINIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",73
2017,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140
2017,VIRGINIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,110"
2017,VIRGINIA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,440"
2017,VIRGINIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44
